brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,engine_displacement_l,engine_cylinders,transmission_type
Lincoln,MKZ Base,2015,"117,292 mi.",Gasoline,Beige,Beige,None reported,Yes,"$12,000",2.0,4.0,Automatic
Ford,GT,2005,"1,897 mi.",Gasoline,White,–,None reported,,"$429,998",5.4,,Manual
Genesis,G90 5.0 Ultimate,2017,"26,000 mi.",Gasoline,White,Beige,None reported,Yes,"$33,600",5.0,8.0,Other
Lexus,LC 500 Base,2022,"2,071 mi.",Gasoline,Nightfall Mica,Caramel,None reported,,"$99,950",5.0,8.0,Automatic
Ford,Shelby GT500 Base,2014,"15,629 mi.",Gasoline,Black,Black,None reported,,"$61,900",5.8,8.0,Manual
Saturn,Sky Base,2008,"15,020 mi.",Gasoline,Silver,Red,None reported,Yes,"$18,500",2.4,4.0,Automatic
Audi,RS Q8 4.0T quattro,2022,"11,322 mi.",Gasoline,Daytona Gray Pearl Effect,Black / Express Red,None reported,,"$119,900",4.0,8.0,Automatic
Toyota,Land Cruiser,2016,"50,361 mi.",Gasoline,Silver,Black,None reported,,"$65,998",5.7,,Automatic
Mercedes-Benz,SL-Class SL 550,2013,"115,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$36,000",4.6,8.0,Other
Porsche,911 Carrera C2S,2005,"28,500 mi.",Gasoline,Silver,Black,None reported,Yes,"$63,500",3.8,6.0,Manual
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,"51,700 mi.",Gasoline,White,Black,None reported,Yes,"$32,000",2.0,4.0,Other
Ford,Taurus X Limited,2008,"148,949 mi.",Gasoline,Blue,Beige,None reported,Yes,"$3,900",3.5,6.0,Automatic
BMW,440 Gran Coupe i,2018,"39,300 mi.",Gasoline,White,Beige,At least 1 accident or damage reported,Yes,"$31,750",3.0,6.0,Automatic
Honda,S2000 CR,2008,"82,323 mi.",Gasoline,Black,Black,None reported,Yes,"$28,500",2.2,4.0,Manual
Acura,Integra w/A-Spec Tech Package,2023,"3,574 mi.",Gasoline,Apex Blue,Orchid,None reported,,"$34,998",1.5,,Other
Ford,Excursion Limited,2001,"109,357 mi.",Gasoline,Green,Beige,None reported,Yes,"$12,749",6.8,10.0,Automatic
Mercedes-Benz,SL-Class SL500 Roadster,2004,"46,000 mi.",Gasoline,White,Gray,None reported,Yes,"$18,853",5.0,8.0,Automatic
Mercedes-Benz,CLS-Class CLS 550,2007,"123,112 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$104,999",5.5,8.0,Automatic
INFINITI,G35 Sport,2007,"37,100 mi.",Gasoline,Gray,Black,None reported,Yes,"$16,900",3.5,6.0,Manual
Volkswagen,Golf GTI 2.0T S 4-Door,2016,"89,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$14,500",2.0,4.0,Manual
Dodge,Challenger R/T Scat Pack,2022,"1,240 mi.",Gasoline,Go Mango!,Black,None reported,,"$53,900",6.4,8.0,Automatic
Lincoln,Navigator L Reserve,2019,"67,073 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$47,999",3.5,6.0,Automatic
Maserati,Ghibli S Q4,2015,"28,700 mi.",Gasoline,White,Red,,,"$24,900",3.0,6.0,Automatic
Tesla,Model X Base,2023,"8,200 mi.",,Black,Black,None reported,Yes,"$93,999",,,Automatic
Mercedes-Benz,AMG G 63 Base,2018,"41,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$108,900",5.5,8.0,Other
Ford,Expedition Limited,2018,"98,995 mi.",Gasoline,Ingot Silver Metallic,Ebony,None reported,,"$34,998",3.5,,Automatic
Volkswagen,Routan SE,2012,"123,815 mi.",Gasoline,Black,Gray,None reported,Yes,"$5,000",3.6,6.0,Automatic
Bugatti,Veyron 16.4 Grand Sport,2011,"6,330 mi.",Gasoline,White,White,None reported,Yes,"$1,950,995",8.0,16.0,Automatic
Toyota,Highlander XLE,2020,"61,341 mi.",Gasoline,Midnight Black Metallic,Black,At least 1 accident or damage reported,,"$34,084",3.5,6.0,Automatic
Honda,Civic LX,2016,"96,473 mi.",Gasoline,Black,Black,None reported,,"$15,599",2.0,4.0,Automatic
Jeep,Wrangler Unlimited Sahara,2017,"66,107 mi.",Gasoline,Black Clearcoat,Black,None reported,,"$31,331",3.6,6.0,Automatic
Land,Rover Range Rover Supercharged,2008,"114,287 mi.",Gasoline,Black,Black,None reported,Yes,"$9,900",4.2,8.0,Automatic
Acura,ILX 2.0L w/Premium Package,2015,"75,000 mi.",Gasoline,Gold,Beige,None reported,Yes,"$14,500",2.0,4.0,Automatic
BMW,M6 Base,2016,"45,800 mi.",Gasoline,Gold,Black,,,"$36,800",4.4,8.0,Automatic
Polestar,2 Launch Edition,2021,"12,172 mi.",,Thunder Gray,Charcoal,None reported,,"$35,999",,,Automatic
BMW,X6 sDrive35i,2016,"70,582 mi.",Gasoline,Black,White,At least 1 accident or damage reported,Yes,"$35,000",3.0,6.0,Automatic
Porsche,Cayman S,2014,"33,088 mi.",Gasoline,Black,Black,None reported,Yes,"$49,750",3.4,6.0,Automatic
Lincoln,Corsair Grand Touring,2021,"1,850 mi.",Plug-In Hybrid,Silver,Beige,None reported,Yes,"$49,000",2.5,4.0,Other
Cadillac,DTS Luxury II,2008,"94,155 mi.",Gasoline,White,Beige,None reported,Yes,"$10,500",4.6,8.0,Automatic
Cadillac,ATS 3.6L Luxury,2016,"25,000 mi.",Gasoline,Red,Beige,None reported,Yes,"$17,999",3.6,6.0,Automatic
GMC,Sierra 1500 SLT,2016,"99,500 mi.",Gasoline,Gray,Black,None reported,Yes,"$27,995",5.3,8.0,Automatic
INFINITI,G37 x,2009,"158,564 mi.",Gasoline,Blue,Beige,None reported,Yes,"$8,750",3.7,6.0,Automatic
Ford,Transit-350 XLT,2023,"20,000 mi.",Gasoline,Black,Black,None reported,Yes,"$78,499",3.5,6.0,Automatic
Cadillac,XTS Luxury,2018,"46,711 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$20,850",3.6,6.0,Automatic
Nissan,NV Passenger NV3500 HD SL V8,2017,"46,496 mi.",Gasoline,Black,Gray,None reported,Yes,"$41,000",5.6,8.0,Automatic
Mercedes-Benz,GLS 450 Base 4MATIC,2019,"19,800 mi.",Gasoline,Silver,Black,None reported,Yes,"$53,800",3.0,6.0,Automatic
Toyota,Land Cruiser Base,2008,"175,000 mi.",Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,"$37,900",5.7,8.0,Automatic
Toyota,Land Cruiser Base,2016,"61,500 mi.",Gasoline,White,Black,None reported,Yes,"$63,500",5.7,8.0,Automatic
RAM,ProMaster 2500 Window Van High Roof,2016,"49,750 mi.",Gasoline,Black,Gray,None reported,Yes,"$65,000",3.6,6.0,Automatic
Lamborghini,Gallardo Base,2007,"38,800 mi.",Gasoline,Orange,Orange,None reported,Yes,"$100,000",5.0,10.0,Other
Lincoln,MKZ Base,2011,"83,765 mi.",Gasoline,Black,Black,None reported,Yes,"$8,995",3.5,6.0,Automatic
Mercedes-Benz,EQS 450 4MATIC,2023,"7,388 mi.",,Gray,Beige,None reported,Yes,"$105,500",,,Automatic
Lamborghini,Huracan Tecnica Coupe,2023,278 mi.,Gasoline,Bianco Monocerus,Nero Ade,None reported,,"$359,991",5.2,,Automatic
Alfa,Romeo Giulia Quadrifoglio,2022,"1,966 mi.",Gasoline,Verde,Black,None reported,,"$75,900",2.9,6.0,Automatic
Chevrolet,Trailblazer LT,2021,"50,648 mi.",Gasoline,Pacific Blue Metallic,Jet Black,None reported,,"$23,995",1.2,3.0,Automatic
Toyota,Land Cruiser Base,1993,"231,500 mi.",–,White,Gray,None reported,Yes,"$29,500",,,Automatic
Lamborghini,Urus Base,2021,"13,692 mi.",Gasoline,Black,Red,None reported,Yes,"$257,000",4.0,8.0,Automatic
INFINITI,G37 x,2013,"60,058 mi.",Gasoline,White,Beige,At least 1 accident or damage reported,Yes,"$15,000",3.7,6.0,Automatic
Maserati,Levante S,2017,"54,423 mi.",Gasoline,Black,Black,None reported,Yes,"$33,950",3.0,6.0,Automatic
Toyota,Highlander Limited,2022,"24,001 mi.",Gasoline,Wind Chill Pearl,Graphite,None reported,,"$47,498",3.5,6.0,Automatic
Nissan,Armada SL,2022,"14,735 mi.",Gasoline,White,Black,None reported,,"$50,998",5.6,,Automatic
Audi,Q5 Premium,2023,"2,425 mi.",Hybrid,Mythos Black,–,None reported,,"$42,998",2.0,,Automatic
Ford,Shelby GT500 Base,2022,"2,050 mi.",Gasoline,Gray,Black,None reported,Yes,"$94,999",5.2,8.0,Other
Lincoln,Navigator L Reserve,2019,"64,855 mi.",Gasoline,Silver,Beige,None reported,Yes,"$46,995",3.5,6.0,Automatic
Mercedes-Benz,EQS 450+ Base,2022,"16,238 mi.",,White,Beige,None reported,Yes,"$62,479",,,Automatic
RAM,1500 Laramie,2022,"18,051 mi.",Gasoline,Patriot Blue Pearlcoat,Black,None reported,Yes,"$47,995",5.7,8.0,Automatic
Lincoln,Town Car Base,2004,"36,524 mi.",Gasoline,Black,Black,None reported,Yes,"$14,900",4.6,8.0,Automatic
Acura,TLX w/A-Spec Package,2022,"14,896 mi.",Gasoline,Lunar Silver Metallic,Ebony,None reported,,"$39,998",2.0,,Other
Toyota,Camry Hybrid LE,2022,"14,048 mi.",Hybrid,Black,Black,None reported,,"$29,999",2.5,4.0,Automatic
Honda,CR-V EX,2003,"224,000 mi.",Gasoline,Black,Gray,None reported,Yes,"$3,900",2.4,4.0,Manual
Mercedes-Benz,E-Class E 550,2014,"80,581 mi.",Gasoline,Gray,Beige,None reported,Yes,"$26,000",4.7,8.0,Other
Mazda,MX-5 Miata Grand Touring,2007,"81,400 mi.",Gasoline,Red,–,At least 1 accident or damage reported,Yes,"$11,000",2.0,4.0,Manual
Porsche,718 Boxster Base,2019,"6,700 mi.",Gasoline,Gray,Black,None reported,Yes,"$63,000",2.0,4.0,Automatic
Ford,Transit-350 XLT,2015,"143,000 mi.",Gasoline,Silver,Gray,None reported,Yes,"$22,500",3.7,6.0,Automatic
Kia,Sportage SX Turbo,2017,"87,842 mi.",Gasoline,Black Cherry,Black,None reported,Yes,"$18,688",2.0,4.0,Automatic
INFINITI,G37 S Sport,2010,"116,451 mi.",Gasoline,White,Gray,None reported,Yes,"$16,500",3.7,6.0,Manual
Nissan,Titan XD S,2019,"53,677 mi.",Gasoline,Red,Gray,None reported,Yes,"$27,900",5.6,8.0,Automatic
Audi,S7 2.9T Prestige,2021,"12,000 mi.",Hybrid,Gray,Black,None reported,Yes,"$77,500",2.9,6.0,Automatic
Land,Rover Discovery HSE,2019,"20,034 mi.",Gasoline,Yulong White,Tan/Ebony,None reported,,"$43,998",3.0,,Automatic
Ford,Transit-350 XLT,2020,"32,000 mi.",Diesel,Black,Black,None reported,Yes,"$68,000",2.0,4.0,Automatic
INFINITI,Q70 3.7,2014,"70,312 mi.",Gasoline,Black,Black,None reported,Yes,"$19,995",3.7,6.0,Automatic
Jeep,Gladiator Rubicon,2022,"8,794 mi.",Gasoline,White,Black,None reported,Yes,"$54,000",3.6,6.0,Automatic
Lincoln,MKX Base,2010,"156,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$5,900",3.5,6.0,Automatic
Porsche,911 Carrera 4S,2020,"25,568 mi.",Gasoline,Red,Black,None reported,Yes,"$134,999",3.0,,Manual
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,"67,100 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$34,250",3.0,6.0,Other
Porsche,Cayman Base,2014,"52,000 mi.",Gasoline,Blue,Beige,At least 1 accident or damage reported,Yes,"$37,000",2.7,6.0,Other
Acura,MDX 3.7L Advance,2011,"137,200 mi.",Gasoline,White,Gray,None reported,Yes,"$12,000",3.7,6.0,Other
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,"36,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$32,000",2.0,4.0,Automatic
Kia,Forte GT-Line,2023,"15,500 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$24,500",2.0,4.0,Other
BMW,M8 Competition,2020,"10,906 mi.",Gasoline,Donington Grey Metallic,Black,None reported,,"$96,998",4.4,,Automatic
Lincoln,MKC Select,2019,"49,814 mi.",Gasoline,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,,"$26,545",2.0,4.0,Automatic
BMW,i8 Base,2015,846 mi.,Plug-In Hybrid,White,White,None reported,Yes,"$86,999",1.5,3.0,Automatic
Toyota,Highlander XLE,2021,"67,039 mi.",Gasoline,Blue,Black,None reported,,"$34,645",3.5,6.0,Automatic
Mazda,CX-30 Premium Package,2023,"2,636 mi.",Gasoline,Platinum Quartz Metallic,Black,None reported,,"$28,535",2.5,4.0,Automatic
Porsche,Cayenne Platinum Edition,2018,"50,166 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$43,550",3.6,6.0,Automatic
Lincoln,MKZ Reserve,2017,"37,375 mi.",Gasoline,Blue,Brown,None reported,Yes,"$27,500",3.0,6.0,Automatic
Tesla,Model 3 Standard Range Plus,2021,"21,600 mi.",,White,Black,None reported,Yes,"$31,000",,,Automatic
Porsche,718 Cayman S,2019,"9,500 mi.",Gasoline,Red,Black,At least 1 accident or damage reported,Yes,"$69,000",2.5,4.0,Automatic
Chevrolet,Corvette Base,2005,"143,095 mi.",Gasoline,Red,Black,None reported,Yes,"$16,000",6.0,8.0,Automatic
Acura,RSX Type S,2002,"80,000 mi.",Gasoline,Beige,Beige,At least 1 accident or damage reported,Yes,"$8,500",2.0,4.0,Manual
Ferrari,Roma Base,2021,"3,000 mi.",Gasoline,Blue,Brown,None reported,Yes,"$275,000",3.9,8.0,Automatic
Porsche,Cayman S,2007,"5,856 mi.",Gasoline,Black,Black,None reported,Yes,"$45,000",3.4,6.0,Manual
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,"2,958 mi.",Gasoline,Yellow,–,None reported,Yes,"$488,880",6.8,12.0,Automatic
Audi,SQ7 4.0T,2022,"28,927 mi.",Gasoline,Matador Red Metallic,Black,None reported,,"$74,900",4.0,8.0,Automatic
Mercedes-Benz,AMG GLS 63 4MATIC,2022,"4,102 mi.",Hybrid,Black,Black,None reported,Yes,"$144,664",4.0,8.0,Automatic
Honda,Ridgeline RTL-E,2021,"14,442 mi.",Gasoline,White,Beige,None reported,Yes,"$38,500",3.5,6.0,Automatic
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,"64,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$12,995",5.0,8.0,Automatic
Lexus,GX 470 Base,2004,"154,000 mi.",Gasoline,White,Beige,At least 1 accident or damage reported,Yes,"$10,000",4.7,8.0,Automatic
Lexus,NX 200t Base,2015,"54,000 mi.",Gasoline,White,Black,None reported,Yes,"$27,000",2.0,4.0,Automatic
Dodge,Dakota SLT Quad Cab,2007,"232,492 mi.",Gasoline,Silver,Gray,At least 1 accident or damage reported,Yes,"$6,000",3.7,6.0,Automatic
Maserati,Ghibli S Q4 GranSport,2020,"25,721 mi.",Gasoline,Blu,Nero,None reported,Yes,"$52,645",3.0,6.0,Automatic
Land,Rover Discovery Sport SE R-Dynamic,2020,"20,927 mi.",Gasoline,Fuji White,–,None reported,,"$35,998",2.0,,Automatic
Aston,Martin DBX Base,2021,"2,353 mi.",Gasoline,Green,Sahara Tan,None reported,Yes,"$159,500",4.0,8.0,Automatic
Audi,Q3 45 S line Premium,2022,"9,325 mi.",Gasoline,Mythos Black Metallic,Black,None reported,,"$33,610",2.0,4.0,Automatic
Ford,Explorer XLT,2020,"61,001 mi.",Gasoline,Gray,Ebony,At least 1 accident or damage reported,Yes,"$28,616",2.3,4.0,Automatic
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,"71,962 mi.",Gasoline,White,Black,None reported,Yes,"$46,900",4.0,8.0,Automatic
Subaru,BRZ Premium,2023,"5,800 mi.",Gasoline,Black,Black,None reported,Yes,"$29,990",2.4,4.0,Manual
BMW,640 i,2016,"40,080 mi.",Gasoline,Black,Black,None reported,Yes,"$28,499",3.0,6.0,Automatic
Kia,Stinger GT2,2020,"57,000 mi.",Gasoline,Black,Red,At least 1 accident or damage reported,Yes,"$36,500",3.3,6.0,Automatic
Chevrolet,Bolt EUV Premier,2022,"7,624 mi.",,Mosaic Black Metallic,Jet Black,None reported,Yes,"$31,985",,,Automatic
Subaru,Forester 2.5 XT,2004,"122,000 mi.",Gasoline,Gold,Black,At least 1 accident or damage reported,Yes,"$9,999",2.5,4.0,Manual
Kia,Sportage X-Pro,2023,459 mi.,Gasoline,Jungle Green,Black,None reported,,"$36,998",2.5,4.0,Automatic
BMW,M4 Base,2016,"62,500 mi.",Gasoline,Black,Orange,At least 1 accident or damage reported,Yes,"$40,500",3.0,6.0,Automatic
Hyundai,Equus Signature,2013,"72,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$17,500",5.0,8.0,Automatic
Mercedes-Benz,AMG E 53 4MATIC,2020,"8,375 mi.",Gasoline,BLACK,BLACK,None reported,,"$69,900",3.0,,Automatic
BMW,M550 i xDrive,2020,"40,000 mi.",Gasoline,Blue,Black,None reported,Yes,"$53,000",4.4,8.0,Other
Subaru,Impreza WRX STI,2014,"77,000 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$30,000",2.5,4.0,Manual
Mercedes-Benz,AMG G 63 Base,2019,"19,593 mi.",Gasoline,Black,Black,None reported,,"$159,998",4.0,,Automatic
Mazda,Mazda6 Grand Touring,2020,"35,902 mi.",Gasoline,Deep Crystal Blue Mica,Black,None reported,,"$22,966",2.5,4.0,Automatic
Hyundai,Veloster Base,2013,800 mi.,Gasoline,Black,Gray,None reported,Yes,"$9,800",1.6,4.0,Other
Bentley,Bentayga S,2023,"2,600 mi.",Gasoline,Beluga Black,Hotspur,None reported,Yes,"$239,995",4.0,8.0,Automatic
Land,Rover Defender X-Dynamic SE,2023,"6,204 mi.",Hybrid,Eiger Grey,–,None reported,,"$79,998",3.0,,Automatic
Kia,Telluride SX,2020,"69,185 mi.",Gasoline,Ebony Black,Gray,None reported,,"$37,405",3.8,6.0,Automatic
Maserati,GranTurismo Sport,2015,"45,000 mi.",Gasoline,Black,Black,None reported,Yes,"$41,900",4.7,8.0,Automatic
BMW,540 i xDrive,2020,"37,426 mi.",Gasoline,White,Black,None reported,,"$39,998",2.0,,Automatic
INFINITI,M56 Base,2011,"137,000 mi.",Gasoline,Gray,Brown,At least 1 accident or damage reported,Yes,"$8,500",5.6,8.0,Other
Mazda,Mazda3 s Grand Touring,2016,"85,000 mi.",–,Black,Black,At least 1 accident or damage reported,Yes,"$18,500",,,Automatic
Chevrolet,Corvette Stingray w/1LT,2023,"4,000 mi.",Gasoline,Black,Red,At least 1 accident or damage reported,Yes,"$73,900",6.2,8.0,Automatic
Audi,Q5 S line Premium Plus,2023,"4,648 mi.",Hybrid,Mythos Black,Black,None reported,,"$47,598",2.0,,Automatic
Lexus,GX 460 Base,2018,"52,100 mi.",Gasoline,White,Beige,None reported,Yes,"$38,000",4.6,8.0,Automatic
BMW,X1 sDrive28i,2014,"50,100 mi.",Gasoline,Brown,Beige,None reported,Yes,"$10,795",2.0,4.0,Automatic
Alfa,Romeo Stelvio Ti,2020,"41,000 mi.",Gasoline,White,Black,None reported,Yes,"$32,400",2.0,4.0,Automatic
RAM,1500 Big Horn,2021,"70,968 mi.",Gasoline,Black,Black,None reported,Yes,"$34,000",5.7,8.0,Automatic
BMW,M4 Base,2015,"26,600 mi.",Gasoline,White,–,None reported,Yes,"$53,000",3.0,6.0,Automatic
Tesla,Model X Long Range,2022,"15,443 mi.",,Red,Black,None reported,Yes,"$84,500",,,Automatic
Volvo,S90 T5 Momentum,2018,"95,000 mi.",Gasoline,White,Beige,None reported,Yes,"$18,000",2.0,4.0,Automatic
Subaru,Impreza WRX Sti,2005,"94,000 mi.",Gasoline,Black,Blue,None reported,Yes,"$19,500",2.5,4.0,Manual
BMW,X6 xDrive40i,2020,"45,076 mi.",Gasoline,Blue,Black,None reported,,"$57,998",3.0,,Automatic
Cadillac,CTS 2.0L Turbo Luxury,2014,"110,000 mi.",Gasoline,Gold,Beige,None reported,Yes,"$11,000",2.0,4.0,Automatic
Land,Rover Discovery Sport HSE,2016,"49,083 mi.",Gasoline,Indus Silver,Ebony,None reported,,"$21,590",2.0,4.0,Automatic
Genesis,G90 5.0 Ultimate,2017,"63,500 mi.",Gasoline,Silver,Black,None reported,Yes,"$27,500",5.0,8.0,Other
Mercedes-Benz,CLK-Class CLK 350,2009,"21,500 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$18,000",3.5,6.0,Automatic
Land,Rover Range Rover Autobiography,2023,324 mi.,Gasoline,Black,Blk,None reported,,"$199,998",4.4,,Automatic
Kia,Optima EX,2019,"68,166 mi.",Gasoline,Ebony Black,Black,None reported,,"$20,818",1.6,,Automatic
Toyota,Highlander SE,2018,"53,607 mi.",Gasoline,Midnight Black Metallic,Black,At least 1 accident or damage reported,,"$31,853",3.5,6.0,Automatic
Mercedes-Benz,Sprinter 4500 High Roof,2019,"16,813 mi.",Diesel,Gray,Black,,,"$45,900",3.0,6.0,Other
BMW,X1 xDrive28i,2020,"18,200 mi.",Gasoline,White,Beige,At least 1 accident or damage reported,Yes,"$29,500",2.0,4.0,Automatic
Audi,R8 5.2,2015,"51,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$102,000",5.2,10.0,Other
Audi,S3 2.0T Tech Premium Plus,2018,"16,400 mi.",Gasoline,Blue,Red,None reported,Yes,"$42,800",2.0,4.0,Automatic
Toyota,Tundra Hybrid TRD Pro,2022,"7,000 mi.",Hybrid,Orange,–,None reported,Yes,"$75,500",3.4,6.0,Automatic
Audi,SQ5 3.0T Premium Plus,2022,"8,497 mi.",Gasoline,Ibis White,Black,None reported,,"$52,900",3.0,6.0,Automatic
Audi,A6 2.0T Premium Plus,2016,"68,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$20,000",2.0,4.0,Other
Lamborghini,Huracan EVO Base,2022,"2,523 mi.",Gasoline,Bianco Icarus Metallic,Nero Ade,None reported,,"$288,900",5.2,10.0,Manual
BMW,328 xi,2007,"83,000 mi.",Gasoline,Black,Brown,None reported,Yes,"$8,995",3.0,6.0,Automatic
Audi,SQ5 3.0T Prestige,2018,"25,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$50,000",3.0,6.0,Automatic
Cadillac,Escalade Sport Platinum,2021,"15,689 mi.",Diesel,Infrared Tintcoat,Jet Black,None reported,,"$97,952",3.0,6.0,Automatic
BMW,M235 i,2014,"125,450 mi.",Gasoline,Blue,Black,None reported,Yes,"$17,200",3.0,6.0,Manual
Kia,Telluride SX,2023,"9,822 mi.",Gasoline,Midnight Black,Gray,None reported,,"$50,998",3.8,6.0,Automatic
Chevrolet,Express 3500 Base,2008,"144,000 mi.",Gasoline,White,Gray,None reported,Yes,"$22,000",6.0,8.0,Automatic
GMC,Acadia SLE,2020,"30,900 mi.",Gasoline,Summit White,Jet Black,None reported,Yes,"$27,654",2.5,4.0,Automatic
BMW,X3 xDrive30i,2021,"2,492 mi.",Gasoline,Phytonic Blue Metallic,Canberra Beige/Black,None reported,,"$41,598",2.0,,Automatic
Audi,TT 2.0T,2015,"126,760 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$14,000",2.0,4.0,Automatic
Subaru,Outback 3.6R Touring,2017,"100,680 mi.",Gasoline,Brown,–,None reported,Yes,"$20,500",3.6,6.0,Automatic
Mitsubishi,Eclipse Spyder GS,2001,"90,400 mi.",Gasoline,Red,–,None reported,Yes,"$4,495",2.4,4.0,Automatic
Hyundai,Santa Fe SEL,2022,"26,895 mi.",Gasoline,Quartz White,Black,,,"$29,800",2.5,4.0,Automatic
BMW,M5 Base,2018,"20,500 mi.",Gasoline,Silver,Black,None reported,Yes,"$67,000",4.4,8.0,Automatic
Dodge,Ram 1500 ST,2011,"134,000 mi.",Gasoline,Black,Gray,At least 1 accident or damage reported,Yes,"$10,500",5.7,8.0,Automatic
Ford,Fusion Energi Titanium,2015,"84,352 mi.",Plug-In Hybrid,Blue,Black,At least 1 accident or damage reported,Yes,"$10,000",2.0,4.0,Other
Toyota,Tundra Hybrid TRD Pro,2022,"19,000 mi.",Hybrid,Orange,Black,None reported,Yes,"$71,000",3.4,6.0,Automatic
Land,Rover Range Rover Evoque Pure,2015,"115,550 mi.",Gasoline,White,Black,None reported,Yes,"$17,500",2.0,4.0,Automatic
Lincoln,Navigator Base,2009,"191,775 mi.",E85 Flex Fuel,White,Beige,At least 1 accident or damage reported,Yes,"$9,750",5.4,8.0,Automatic
Ford,Mustang Mach-E Select,2023,923 mi.,,Rapid Red Metallic Tinted Clearcoat,Black Onyx,None reported,,"$46,998",,,Automatic
Mercedes-Benz,Sprinter 3500 High Roof,2017,"124,630 mi.",Diesel,Black,Black,None reported,Yes,"$75,000",3.0,6.0,Automatic
Mercedes-Benz,AMG E 63 S 4MATIC,2019,"17,000 mi.",Gasoline,White,Brown,None reported,Yes,"$95,000",4.0,8.0,Automatic
BMW,440 i xDrive,2018,"73,500 mi.",Gasoline,Black,Blue,None reported,Yes,"$32,000",3.0,6.0,Automatic
Acura,Integra LS,1998,"120,000 mi.",Gasoline,Red,–,At least 1 accident or damage reported,Yes,"$5,500",1.8,4.0,Automatic
Audi,Q7 55 Prestige,2019,"73,837 mi.",Gasoline,Cobra Beige Metallic,Nougat Brown,None reported,Yes,"$36,340",3.0,6.0,Automatic
BMW,M6 Base,2014,"29,500 mi.",Gasoline,Silver,Black,None reported,Yes,"$40,999",4.4,8.0,Other
Volkswagen,Arteon 2.0T SE,2021,"13,613 mi.",Gasoline,Pure White,Titan Black,None reported,,"$29,798",2.0,,Automatic
Lexus,LX 600 F SPORT,2023,"1,185 mi.",Gasoline,Black,Black,None reported,Yes,"$120,990",3.4,6.0,Automatic
